,Airline,Flight Number,Date of Departure,From,To,Duration,Total Stops,Price
590,IndiGo,6E-2127/2363,"Sat, Dec 11",Kolkata,Srinagar,8h 55m,1 Stop,"5,662"
591,IndiGo,6E-2009/5076,"Sat, Dec 11",Kolkata,Srinagar,9h 55m,1 Stop,"5,662"
592,IndiGo,6E-2009/2014,"Sat, Dec 11",Kolkata,Srinagar,11h 05m,1 Stop,"5,662"
593,IndiGo,6E-224/5076,"Sat, Dec 11",Kolkata,Srinagar,11h 10m,1 Stop,"5,662"
594,IndiGo,6E-854/153,"Sat, Dec 11",Kolkata,Srinagar,11h 45m,1 Stop,"5,662"
595,Go First,G8-227/213,"Sat, Dec 11",Kolkata,Srinagar,7h 20m,1 Stop,"6,345"
596,Go First,G8-227/1010,"Sat, Dec 11",Kolkata,Srinagar,7h 40m,1 Stop,"6,345"
597,Go First,G8-227/199,"Sat, Dec 11",Kolkata,Srinagar,9h 15m,1 Stop,"6,345"
598,Go First,G8-227/268,"Sat, Dec 11",Kolkata,Srinagar,12h 00m,1 Stop,"6,345"
599,IndiGo,6E-6201,"Sat, Dec 11",Mumbai,New Delhi,1h 55m,Non Stop,"2,463"
600,IndiGo,6E-154,"Fri, Jan 7",Mumbai,New Delhi,2h 05m,Non Stop,"2,463"
601,IndiGo,6E-5013,"Fri, Jan 7",Mumbai,New Delhi,2h 05m,Non Stop,"2,463"
602,IndiGo,6E-6721,"Fri, Jan 7",Mumbai,New Delhi,2h 05m,Non Stop,"2,463"
603,Air Asia,I5-330,"Fri, Jan 7",Mumbai,New Delhi,2h 05m,Non Stop,"2,463"
604,IndiGo,6E-5006,"Fri, Jan 7",Mumbai,New Delhi,2h 10m,Non Stop,"2,463"
605,IndiGo,6E-2172,"Fri, Jan 7",Mumbai,New Delhi,2h 10m,Non Stop,"2,463"
606,IndiGo,6E-5017,"Fri, Jan 7",Mumbai,New Delhi,2h 10m,Non Stop,"2,463"
607,IndiGo,6E-2047,"Fri, Jan 7",Mumbai,New Delhi,2h 15m,Non Stop,"2,463"
608,IndiGo,6E-168,"Fri, Jan 7",Mumbai,New Delhi,2h 15m,Non Stop,"2,463"
609,Air India,AI-538,"Fri, Jan 7",Chennai,New Delhi,2h 50m,Non Stop,"2,271"
610,IndiGo,6E-2752,"Tue, Jan 18",Chennai,New Delhi,2h 45m,Non Stop,"2,568"
611,Air India,AI-440,"Tue, Jan 18",Chennai,New Delhi,2h 45m,Non Stop,"2,586"
612,Air India,AI-539,"Tue, Jan 18",Chennai,New Delhi,2h 50m,Non Stop,"2,586"
613,Air India,AI-430,"Tue, Jan 18",Chennai,New Delhi,3h 05m,Non Stop,"2,586"
614,IndiGo,6E-6219/2039,"Tue, Jan 18",Chennai,New Delhi,4h 55m,1 Stop,"2,586"
615,IndiGo,6E-6005/2012,"Tue, Jan 18",Chennai,New Delhi,5h 55m,1 Stop,"2,586"
616,IndiGo,6E-6005/2356,"Tue, Jan 18",Chennai,New Delhi,8h 05m,1 Stop,"2,586"
617,SpiceJet,SG-8104,"Tue, Jan 18",Chennai,New Delhi,2h 40m,Non Stop,"2,730"
618,SpiceJet,SG-612/8702,"Tue, Jan 18",Chennai,New Delhi,14h 40m,1 Stop,"2,940"
619,SpiceJet,SG-476/8710,"Tue, Jan 18",Goa,New Delhi,18h 30m,1 Stop,"3,185"
620,SpiceJet,SG-487/8710,"Wed, Jan 12",Goa,New Delhi,6h 20m,1 Stop,"3,731"
621,SpiceJet,SG-487/8702,"Wed, Jan 12",Goa,New Delhi,18h 55m,1 Stop,"3,731"
622,SpiceJet,SG-2978/8912,"Wed, Jan 12",Goa,New Delhi,16h 10m,1 Stop,"3,868"
623,SpiceJet,SG-454/8710,"Wed, Jan 12",Goa,New Delhi,10h 25m,1 Stop,"3,941"
624,SpiceJet,SG-454/8702,"Wed, Jan 12",Goa,New Delhi,23h 00m,1 Stop,"3,941"
625,Go First,G8-381/319,"Wed, Jan 12",Goa,New Delhi,5h 30m,1 Stop,"4,016"
626,Go First,G8-372/345,"Wed, Jan 12",Goa,New Delhi,6h 35m,1 Stop,"4,016"
627,Go First,G8-381/321,"Wed, Jan 12",Goa,New Delhi,7h 50m,1 Stop,"4,016"
628,Go First,G8-381/391,"Wed, Jan 12",Goa,New Delhi,9h 05m,1 Stop,"4,016"
629,SpiceJet,SG-531/8184,"Wed, Jan 12",Bangalore,New Delhi,9h 40m,1 Stop,"2,960"
630,SpiceJet,SG-531/8937,"Tue, Jan 4",Bangalore,New Delhi,22h 40m,1 Stop,"2,960"
631,SpiceJet,SG-3010/8108,"Tue, Jan 4",Bangalore,New Delhi,18h 45m,1 Stop,"2,989"
632,Air Asia,I5-1731/738,"Tue, Jan 4",Bangalore,New Delhi,5h 35m,1 Stop,"3,758"
633,Air Asia,I5-1426/732,"Tue, Jan 4",Bangalore,New Delhi,7h 20m,1 Stop,"3,861"
634,IndiGo,6E-426/672,"Tue, Jan 4",Bangalore,New Delhi,5h 50m,1 Stop,"3,919"
635,IndiGo,6E-426/2617,"Tue, Jan 4",Bangalore,New Delhi,8h 00m,1 Stop,"3,919"
636,Go First,G8-283/174,"Tue, Jan 4",Bangalore,New Delhi,8h 40m,1 Stop,"4,016"
637,IndiGo,6E-232/2617,"Tue, Jan 4",Bangalore,New Delhi,5h 15m,1 Stop,"4,067"
638,IndiGo,6E-232/2344,"Tue, Jan 4",Bangalore,New Delhi,8h 10m,1 Stop,"4,067"
639,Air India,AI-840,"Tue, Jan 4",Hyderabad,New Delhi,2h 10m,Non Stop,"2,276"
640,Air India,AI-559,"Thu, Feb 24",Hyderabad,New Delhi,2h 15m,Non Stop,"2,276"
641,Air India,AI-541,"Thu, Feb 24",Hyderabad,New Delhi,2h 15m,Non Stop,"2,276"
642,Air India,AI-543,"Thu, Feb 24",Hyderabad,New Delhi,2h 30m,Non Stop,"2,276"
643,Air Asia,I5-766,"Thu, Feb 24",Hyderabad,New Delhi,4h 15m,1 Stop,"2,851"
644,IndiGo,6E-938/2039,"Thu, Feb 24",Hyderabad,New Delhi,5h 15m,1 Stop,"3,193"
645,IndiGo,6E-6062/2021,"Thu, Feb 24",Hyderabad,New Delhi,5h 15m,1 Stop,"3,193"
646,IndiGo,6E-7136/5162,"Thu, Feb 24",Hyderabad,New Delhi,6h 55m,1 Stop,"3,193"
647,IndiGo,6E-982/2347,"Thu, Feb 24",Hyderabad,New Delhi,9h 55m,1 Stop,"3,193"
648,IndiGo,6E-938/6279,"Thu, Feb 24",Hyderabad,New Delhi,10h 40m,1 Stop,"3,193"
649,Air India,AI-550/538,"Thu, Feb 24",Port Blair,New Delhi,14h 25m,1 Stop,"6,511"
650,Air India,AI-550/440,"Thu, Feb 24",Port Blair,New Delhi,24h 05m,1 Stop,"6,511"
651,Air India,AI-550/430,"Thu, Feb 24",Port Blair,New Delhi,28h 15m,1 Stop,"6,511"
652,Air India,AI-550/539,"Thu, Feb 24",Port Blair,New Delhi,11h 05m,1 Stop,"6,826"
653,Air India,AI-486,"Thu, Feb 24",Port Blair,New Delhi,3h 45m,Non Stop,"7,734"
654,Air India,AI-788/768,"Thu, Feb 24",Port Blair,New Delhi,9h 25m,1 Stop,"7,951"
655,Air India,AI-788/770,"Thu, Feb 24",Port Blair,New Delhi,14h 10m,1 Stop,"7,951"
656,Air India,AI-552/538,"Thu, Feb 24",Port Blair,New Delhi,11h 10m,1 Stop,"8,086"
657,Air India,AI-552/440,"Thu, Feb 24",Port Blair,New Delhi,20h 50m,1 Stop,"8,086"
658,Air India,AI-552/430,"Thu, Feb 24",Port Blair,New Delhi,25h 00m,1 Stop,"8,086"
659,Air Asia,I5-547,"Thu, Feb 24",Kolkata,New Delhi,2h 25m,Non Stop,"5,264"
660,Go First,G8-227,"Mon, Feb 14",Kolkata,New Delhi,2h 30m,Non Stop,"5,264"
661,Air Asia,I5-830,"Mon, Feb 14",Kolkata,New Delhi,2h 30m,Non Stop,"5,264"
662,Go First,G8-102,"Mon, Feb 14",Kolkata,New Delhi,2h 35m,Non Stop,"5,264"
663,Vistara,UK-720,"Mon, Feb 14",Kolkata,New Delhi,2h 25m,Non Stop,"5,266"
664,IndiGo,6E-2127,"Mon, Feb 14",Kolkata,New Delhi,2h 30m,Non Stop,"5,266"
665,IndiGo,6E-2474,"Mon, Feb 14",Kolkata,New Delhi,2h 30m,Non Stop,"5,266"
666,IndiGo,6E-854,"Mon, Feb 14",Kolkata,New Delhi,2h 30m,Non Stop,"5,266"
667,IndiGo,6E-2516,"Mon, Feb 14",Kolkata,New Delhi,2h 30m,Non Stop,"5,266"
668,IndiGo,6E-6324,"Mon, Feb 14",Kolkata,New Delhi,2h 35m,Non Stop,"5,266"
669,IndiGo,6E-2163,"Mon, Feb 14",Patna,New Delhi,1h 45m,Non Stop,"2,276"
670,IndiGo,6E-2048,"Sat, Feb 26",Patna,New Delhi,1h 45m,Non Stop,"2,276"
671,SpiceJet,SG-8722,"Sat, Feb 26",Patna,New Delhi,1h 50m,Non Stop,"2,276"
672,IndiGo,6E-5004,"Sat, Feb 26",Patna,New Delhi,1h 50m,Non Stop,"2,276"
673,IndiGo,6E-2033,"Sat, Feb 26",Patna,New Delhi,1h 50m,Non Stop,"2,276"
674,IndiGo,6E-2167,"Sat, Feb 26",Patna,New Delhi,1h 50m,Non Stop,"2,276"
675,SpiceJet,SG-481,"Sat, Feb 26",Patna,New Delhi,1h 50m,Non Stop,"2,276"
676,IndiGo,6E-185,"Sat, Feb 26",Patna,New Delhi,1h 50m,Non Stop,"2,276"
677,IndiGo,6E-2055,"Sat, Feb 26",Patna,New Delhi,1h 50m,Non Stop,"2,276"
678,IndiGo,6E-2079,"Sat, Feb 26",Patna,New Delhi,1h 50m,Non Stop,"2,276"
679,Air India,AI-714/770,"Sat, Feb 26",Imphal,New Delhi,7h 55m,1 Stop,"3,929"
680,Air India,AI-714/763,"Sat, Feb 26",Imphal,New Delhi,18h 25m,1 Stop,"3,929"
681,Air India,AI-714/768,"Sat, Feb 26",Imphal,New Delhi,27h 10m,1 Stop,"3,929"
682,Air Asia,I5-788/786,"Sat, Feb 26",Imphal,New Delhi,7h 25m,1 Stop,"4,170"
683,Air Asia,I5-784/788,"Sat, Feb 26",Imphal,New Delhi,10h 20m,1 Stop,"4,170"
684,Air Asia,I5-784/786,"Sat, Feb 26",Imphal,New Delhi,13h 20m,1 Stop,"4,170"
685,Air India,AI-714/402,"Sat, Feb 26",Imphal,New Delhi,22h 05m,1 Stop,"4,330"
686,Air India,AI-890,"Sat, Feb 26",Imphal,New Delhi,4h 20m,1 Stop,"4,549"
687,IndiGo,6E-6716/2516,"Sat, Feb 26",Imphal,New Delhi,7h 15m,1 Stop,"4,630"
688,IndiGo,6E-6716/404,"Sat, Feb 26",Imphal,New Delhi,8h 50m,1 Stop,"4,630"
689,IndiGo,6E-6201,"Sat, Feb 26",Mumbai,New Delhi,1h 55m,Non Stop,"2,463"
690,IndiGo,6E-154,"Fri, Jan 7",Mumbai,New Delhi,2h 05m,Non Stop,"2,463"
691,IndiGo,6E-5013,"Fri, Jan 7",Mumbai,New Delhi,2h 05m,Non Stop,"2,463"
692,IndiGo,6E-6721,"Fri, Jan 7",Mumbai,New Delhi,2h 05m,Non Stop,"2,463"
693,Air Asia,I5-330,"Fri, Jan 7",Mumbai,New Delhi,2h 05m,Non Stop,"2,463"
694,IndiGo,6E-5006,"Fri, Jan 7",Mumbai,New Delhi,2h 10m,Non Stop,"2,463"
695,IndiGo,6E-2172,"Fri, Jan 7",Mumbai,New Delhi,2h 10m,Non Stop,"2,463"
696,IndiGo,6E-5017,"Fri, Jan 7",Mumbai,New Delhi,2h 10m,Non Stop,"2,463"
697,IndiGo,6E-2047,"Fri, Jan 7",Mumbai,New Delhi,2h 15m,Non Stop,"2,463"
698,IndiGo,6E-168,"Fri, Jan 7",Mumbai,New Delhi,2h 15m,Non Stop,"2,463"
699,Air India,AI-538,"Fri, Jan 7",Chennai,New Delhi,2h 50m,Non Stop,"2,271"
700,IndiGo,6E-2752,"Tue, Jan 18",Chennai,New Delhi,2h 45m,Non Stop,"2,568"
701,Air India,AI-440,"Tue, Jan 18",Chennai,New Delhi,2h 45m,Non Stop,"2,586"
702,Air India,AI-539,"Tue, Jan 18",Chennai,New Delhi,2h 50m,Non Stop,"2,586"
703,Air India,AI-430,"Tue, Jan 18",Chennai,New Delhi,3h 05m,Non Stop,"2,586"
704,IndiGo,6E-6219/2039,"Tue, Jan 18",Chennai,New Delhi,4h 55m,1 Stop,"2,586"
705,IndiGo,6E-6005/2012,"Tue, Jan 18",Chennai,New Delhi,5h 55m,1 Stop,"2,586"
706,IndiGo,6E-6005/2356,"Tue, Jan 18",Chennai,New Delhi,8h 05m,1 Stop,"2,586"
707,SpiceJet,SG-8104,"Tue, Jan 18",Chennai,New Delhi,2h 40m,Non Stop,"2,730"
708,SpiceJet,SG-612/8702,"Tue, Jan 18",Chennai,New Delhi,14h 40m,1 Stop,"2,940"
709,SpiceJet,SG-476/8710,"Tue, Jan 18",Goa,New Delhi,18h 30m,1 Stop,"3,185"
710,SpiceJet,SG-487/8710,"Wed, Jan 12",Goa,New Delhi,6h 20m,1 Stop,"3,731"
711,SpiceJet,SG-487/8702,"Wed, Jan 12",Goa,New Delhi,18h 55m,1 Stop,"3,731"
712,SpiceJet,SG-2978/8912,"Wed, Jan 12",Goa,New Delhi,16h 10m,1 Stop,"3,868"
713,SpiceJet,SG-454/8710,"Wed, Jan 12",Goa,New Delhi,10h 25m,1 Stop,"3,941"
714,SpiceJet,SG-454/8702,"Wed, Jan 12",Goa,New Delhi,23h 00m,1 Stop,"3,941"
715,Go First,G8-381/319,"Wed, Jan 12",Goa,New Delhi,5h 30m,1 Stop,"4,016"
716,Go First,G8-372/345,"Wed, Jan 12",Goa,New Delhi,6h 35m,1 Stop,"4,016"
717,Go First,G8-381/321,"Wed, Jan 12",Goa,New Delhi,7h 50m,1 Stop,"4,016"
718,Go First,G8-381/391,"Wed, Jan 12",Goa,New Delhi,9h 05m,1 Stop,"4,016"
719,SpiceJet,SG-531/8184,"Wed, Jan 12",Bangalore,New Delhi,9h 40m,1 Stop,"2,960"
720,SpiceJet,SG-531/8937,"Tue, Jan 4",Bangalore,New Delhi,22h 40m,1 Stop,"2,960"
721,SpiceJet,SG-3010/8108,"Tue, Jan 4",Bangalore,New Delhi,18h 45m,1 Stop,"2,989"
722,Air Asia,I5-1731/738,"Tue, Jan 4",Bangalore,New Delhi,5h 35m,1 Stop,"3,758"
723,Air Asia,I5-1426/732,"Tue, Jan 4",Bangalore,New Delhi,7h 20m,1 Stop,"3,861"
724,IndiGo,6E-426/672,"Tue, Jan 4",Bangalore,New Delhi,5h 50m,1 Stop,"3,919"
725,IndiGo,6E-426/2617,"Tue, Jan 4",Bangalore,New Delhi,8h 00m,1 Stop,"3,919"
726,Go First,G8-283/174,"Tue, Jan 4",Bangalore,New Delhi,8h 40m,1 Stop,"4,016"
727,IndiGo,6E-232/2617,"Tue, Jan 4",Bangalore,New Delhi,5h 15m,1 Stop,"4,067"
728,IndiGo,6E-232/2344,"Tue, Jan 4",Bangalore,New Delhi,8h 10m,1 Stop,"4,067"
729,Air India,AI-840,"Tue, Jan 4",Hyderabad,New Delhi,2h 10m,Non Stop,"2,276"
730,Air India,AI-559,"Thu, Feb 24",Hyderabad,New Delhi,2h 15m,Non Stop,"2,276"
731,Air India,AI-541,"Thu, Feb 24",Hyderabad,New Delhi,2h 15m,Non Stop,"2,276"
732,Air India,AI-543,"Thu, Feb 24",Hyderabad,New Delhi,2h 30m,Non Stop,"2,276"
733,Air Asia,I5-766,"Thu, Feb 24",Hyderabad,New Delhi,4h 15m,1 Stop,"2,851"
734,IndiGo,6E-938/2039,"Thu, Feb 24",Hyderabad,New Delhi,5h 15m,1 Stop,"3,193"
735,IndiGo,6E-6062/2021,"Thu, Feb 24",Hyderabad,New Delhi,5h 15m,1 Stop,"3,193"
736,IndiGo,6E-7136/5162,"Thu, Feb 24",Hyderabad,New Delhi,6h 55m,1 Stop,"3,193"
737,IndiGo,6E-982/2347,"Thu, Feb 24",Hyderabad,New Delhi,9h 55m,1 Stop,"3,193"
738,IndiGo,6E-938/6279,"Thu, Feb 24",Hyderabad,New Delhi,10h 40m,1 Stop,"3,193"
739,Air India,AI-550/538,"Thu, Feb 24",Port Blair,New Delhi,14h 25m,1 Stop,"6,511"
740,Air India,AI-550/440,"Thu, Feb 24",Port Blair,New Delhi,24h 05m,1 Stop,"6,511"
741,Air India,AI-550/430,"Thu, Feb 24",Port Blair,New Delhi,28h 15m,1 Stop,"6,511"
742,Air India,AI-550/539,"Thu, Feb 24",Port Blair,New Delhi,11h 05m,1 Stop,"6,826"
743,Air India,AI-486,"Thu, Feb 24",Port Blair,New Delhi,3h 45m,Non Stop,"7,734"
744,Air India,AI-788/768,"Thu, Feb 24",Port Blair,New Delhi,9h 25m,1 Stop,"7,951"
745,Air India,AI-788/770,"Thu, Feb 24",Port Blair,New Delhi,14h 10m,1 Stop,"7,951"
746,Air India,AI-552/538,"Thu, Feb 24",Port Blair,New Delhi,11h 10m,1 Stop,"8,086"
747,Air India,AI-552/440,"Thu, Feb 24",Port Blair,New Delhi,20h 50m,1 Stop,"8,086"
748,Air India,AI-552/430,"Thu, Feb 24",Port Blair,New Delhi,25h 00m,1 Stop,"8,086"
749,Air Asia,I5-547,"Thu, Feb 24",Kolkata,New Delhi,2h 25m,Non Stop,"5,264"
750,Go First,G8-227,"Mon, Feb 14",Kolkata,New Delhi,2h 30m,Non Stop,"5,264"
751,Air Asia,I5-830,"Mon, Feb 14",Kolkata,New Delhi,2h 30m,Non Stop,"5,264"
752,Go First,G8-102,"Mon, Feb 14",Kolkata,New Delhi,2h 35m,Non Stop,"5,264"
753,Vistara,UK-720,"Mon, Feb 14",Kolkata,New Delhi,2h 25m,Non Stop,"5,266"
754,IndiGo,6E-2127,"Mon, Feb 14",Kolkata,New Delhi,2h 30m,Non Stop,"5,266"
755,IndiGo,6E-2474,"Mon, Feb 14",Kolkata,New Delhi,2h 30m,Non Stop,"5,266"
756,IndiGo,6E-854,"Mon, Feb 14",Kolkata,New Delhi,2h 30m,Non Stop,"5,266"
757,IndiGo,6E-2516,"Mon, Feb 14",Kolkata,New Delhi,2h 30m,Non Stop,"5,266"
758,IndiGo,6E-6324,"Mon, Feb 14",Kolkata,New Delhi,2h 35m,Non Stop,"5,266"
759,IndiGo,6E-2163,"Mon, Feb 14",Patna,New Delhi,1h 45m,Non Stop,"2,276"
760,IndiGo,6E-2048,"Sat, Feb 26",Patna,New Delhi,1h 45m,Non Stop,"2,276"
761,SpiceJet,SG-8722,"Sat, Feb 26",Patna,New Delhi,1h 50m,Non Stop,"2,276"
762,IndiGo,6E-5004,"Sat, Feb 26",Patna,New Delhi,1h 50m,Non Stop,"2,276"
763,IndiGo,6E-2033,"Sat, Feb 26",Patna,New Delhi,1h 50m,Non Stop,"2,276"
764,IndiGo,6E-2167,"Sat, Feb 26",Patna,New Delhi,1h 50m,Non Stop,"2,276"
765,SpiceJet,SG-481,"Sat, Feb 26",Patna,New Delhi,1h 50m,Non Stop,"2,276"
766,IndiGo,6E-185,"Sat, Feb 26",Patna,New Delhi,1h 50m,Non Stop,"2,276"
767,IndiGo,6E-2055,"Sat, Feb 26",Patna,New Delhi,1h 50m,Non Stop,"2,276"
768,IndiGo,6E-2079,"Sat, Feb 26",Patna,New Delhi,1h 50m,Non Stop,"2,276"
769,Air India,AI-714/770,"Sat, Feb 26",Imphal,New Delhi,7h 55m,1 Stop,"3,929"
770,Air India,AI-714/763,"Sat, Feb 26",Imphal,New Delhi,18h 25m,1 Stop,"3,929"
771,Air India,AI-714/768,"Sat, Feb 26",Imphal,New Delhi,27h 10m,1 Stop,"3,929"
772,Air Asia,I5-788/786,"Sat, Feb 26",Imphal,New Delhi,7h 25m,1 Stop,"4,170"
773,Air Asia,I5-784/788,"Sat, Feb 26",Imphal,New Delhi,10h 20m,1 Stop,"4,170"
774,Air Asia,I5-784/786,"Sat, Feb 26",Imphal,New Delhi,13h 20m,1 Stop,"4,170"
775,Air India,AI-714/402,"Sat, Feb 26",Imphal,New Delhi,22h 05m,1 Stop,"4,330"
776,Air India,AI-890,"Sat, Feb 26",Imphal,New Delhi,4h 20m,1 Stop,"4,549"
777,IndiGo,6E-6716/2516,"Sat, Feb 26",Imphal,New Delhi,7h 15m,1 Stop,"4,630"
778,IndiGo,6E-6716/404,"Sat, Feb 26",Imphal,New Delhi,8h 50m,1 Stop,"4,630"
779,IndiGo,6E-215/2137,"Sat, Feb 26",Varanasi,Mumbai,5h 55m,1 Stop,"3,464"
780,IndiGo,6E-226/6722,"Tue, Jan 11",Varanasi,Mumbai,6h 05m,1 Stop,"3,464"
781,IndiGo,6E-423/2046,"Tue, Jan 11",Varanasi,Mumbai,6h 55m,1 Stop,"3,464"
782,IndiGo,6E-423/5041,"Tue, Jan 11",Varanasi,Mumbai,8h 20m,1 Stop,"3,464"
783,IndiGo,6E-226/2137,"Tue, Jan 11",Varanasi,Mumbai,8h 20m,1 Stop,"3,464"
784,IndiGo,6E-215/171,"Tue, Jan 11",Varanasi,Mumbai,8h 20m,1 Stop,"3,464"
785,IndiGo,6E-423/6261,"Tue, Jan 11",Varanasi,Mumbai,9h 45m,1 Stop,"3,464"
786,IndiGo,6E-226/171,"Tue, Jan 11",Varanasi,Mumbai,10h 45m,1 Stop,"3,464"
787,IndiGo,6E-423/6722,"Tue, Jan 11",Varanasi,Mumbai,11h 00m,1 Stop,"3,464"
788,IndiGo,6E-215/2081,"Tue, Jan 11",Varanasi,Mumbai,11h 20m,1 Stop,"3,464"
789,IndiGo,6E-6473,"Tue, Jan 11",Chandigarh,Mumbai,2h 25m,Non Stop,"3,398"
790,Go First,G8-465,"Sun, Feb 20",Chandigarh,Mumbai,2h 30m,Non Stop,"3,398"
791,Vistara,UK-654,"Sun, Feb 20",Chandigarh,Mumbai,2h 35m,Non Stop,"3,479"
792,Go First,G8-2507,"Sun, Feb 20",Chandigarh,Mumbai,2h 25m,Non Stop,"3,787"
793,Vistara,UK-652,"Sun, Feb 20",Chandigarh,Mumbai,2h 30m,Non Stop,"3,790"
794,IndiGo,6E-6551/6976,"Sun, Feb 20",Chandigarh,Mumbai,10h 50m,1 Stop,"4,048"
795,IndiGo,6E-2177/5328,"Sun, Feb 20",Chandigarh,Mumbai,5h 00m,1 Stop,"4,383"
796,IndiGo,6E-2177/218,"Sun, Feb 20",Chandigarh,Mumbai,6h 20m,1 Stop,"4,383"
797,IndiGo,6E-2177/6202,"Sun, Feb 20",Chandigarh,Mumbai,7h 25m,1 Stop,"4,383"
798,IndiGo,6E-2177/2176,"Sun, Feb 20",Chandigarh,Mumbai,9h 50m,1 Stop,"4,383"
799,Air Asia,I5-764,"Sun, Feb 20",New Delhi,Mumbai,2h 10m,Non Stop,"2,456"
800,IndiGo,6E-2054,"Tue, Feb 8",New Delhi,Mumbai,2h 10m,Non Stop,"2,456"
801,IndiGo,6E-5001,"Tue, Feb 8",New Delhi,Mumbai,2h 10m,Non Stop,"2,456"
802,IndiGo,6E-2137,"Tue, Feb 8",New Delhi,Mumbai,2h 10m,Non Stop,"2,456"
803,Air Asia,I5-482,"Tue, Feb 8",New Delhi,Mumbai,2h 15m,Non Stop,"2,456"
804,IndiGo,6E-6261,"Tue, Feb 8",New Delhi,Mumbai,2h 15m,Non Stop,"2,456"
805,IndiGo,6E-6722,"Tue, Feb 8",New Delhi,Mumbai,2h 15m,Non Stop,"2,456"
806,IndiGo,6E-218,"Tue, Feb 8",New Delhi,Mumbai,2h 20m,Non Stop,"2,456"
807,IndiGo,6E-171,"Tue, Feb 8",New Delhi,Mumbai,2h 25m,Non Stop,"2,456"
808,IndiGo,6E-2081,"Tue, Feb 8",New Delhi,Mumbai,2h 25m,Non Stop,"2,456"
809,Air Asia,I5-631,"Tue, Feb 8",Goa,Mumbai,1h 15m,Non Stop,"2,066"
810,Air Asia,I5-472,"Fri, Jan 14",Goa,Mumbai,1h 20m,Non Stop,"2,066"
811,Air Asia,I5-335,"Fri, Jan 14",Goa,Mumbai,1h 30m,Non Stop,"2,066"
812,IndiGo,6E-5223,"Fri, Jan 14",Goa,Mumbai,1h 10m,Non Stop,"2,067"
813,Go First,G8-381,"Fri, Jan 14",Goa,Mumbai,1h 10m,Non Stop,"2,067"
814,IndiGo,6E-5205,"Fri, Jan 14",Goa,Mumbai,1h 10m,Non Stop,"2,067"
815,SpiceJet,SG-476,"Fri, Jan 14",Goa,Mumbai,1h 15m,Non Stop,"2,067"
816,IndiGo,6E-5324,"Fri, Jan 14",Goa,Mumbai,1h 15m,Non Stop,"2,067"
817,Air India,9I-9658,"Fri, Jan 14",Goa,Mumbai,1h 25m,Non Stop,"2,067"
818,Air India,AI-697,"Fri, Jan 14",Goa,Mumbai,1h 10m,Non Stop,"2,104"
819,SpiceJet,SG-3762/8709,"Fri, Jan 14",Dehradun,Mumbai,7h 55m,1 Stop,"3,435"
820,SpiceJet,SG-3762/8169,"Sun, Jan 23",Dehradun,Mumbai,8h 55m,1 Stop,"3,435"
821,SpiceJet,SG-2861/8709,"Sun, Jan 23",Dehradun,Mumbai,12h 50m,1 Stop,"3,435"
822,SpiceJet,SG-2861/8169,"Sun, Jan 23",Dehradun,Mumbai,13h 50m,1 Stop,"3,435"
823,SpiceJet,SG-2034/8701,"Sun, Jan 23",Dehradun,Mumbai,14h 00m,1 Stop,"3,435"
824,SpiceJet,SG-3762/8701,"Sun, Jan 23",Dehradun,Mumbai,20h 10m,1 Stop,"3,435"
825,SpiceJet,SG-2861/8701,"Sun, Jan 23",Dehradun,Mumbai,25h 05m,1 Stop,"3,435"
826,IndiGo,6E-7402/6261,"Sun, Jan 23",Dehradun,Mumbai,8h 55m,1 Stop,"4,170"
827,SpiceJet,SG-2034/8709,"Sun, Jan 23",Dehradun,Mumbai,25h 30m,1 Stop,"4,399"
828,IndiGo,6E-6736/218,"Sun, Jan 23",Dehradun,Mumbai,5h 25m,1 Stop,"4,400"
829,Air India,AI-732,"Sun, Jan 23",Kolkata,Mumbai,4h 15m,1 Stop,"3,381"
830,Air India,AI-676,"Tue, Feb 1",Kolkata,Mumbai,2h 45m,Non Stop,"3,723"
831,IndiGo,6E-6172/5358,"Tue, Feb 1",Kolkata,Mumbai,6h 30m,1 Stop,"4,011"
832,IndiGo,6E-6172/199,"Tue, Feb 1",Kolkata,Mumbai,8h 25m,1 Stop,"4,011"
833,IndiGo,6E-6172/5207,"Tue, Feb 1",Kolkata,Mumbai,10h 45m,1 Stop,"4,011"
834,IndiGo,6E-496/132,"Tue, Feb 1",Kolkata,Mumbai,5h 25m,1 Stop,"4,377"
835,IndiGo,6E-893/903,"Tue, Feb 1",Kolkata,Mumbai,7h 30m,1 Stop,"4,377"
836,IndiGo,6E-496/903,"Tue, Feb 1",Kolkata,Mumbai,9h 45m,1 Stop,"4,377"
837,IndiGo,6E-893/5369,"Tue, Feb 1",Kolkata,Mumbai,10h 10m,1 Stop,"4,377"
838,IndiGo,6E-893/5211,"Tue, Feb 1",Kolkata,Mumbai,11h 40m,1 Stop,"4,377"
839,IndiGo,6E-6152,"Tue, Feb 1",Coimbatore,Mumbai,2h 00m,Non Stop,"2,871"
840,IndiGo,6E-355/5344,"Mon, Jan 24",Coimbatore,Mumbai,4h 10m,1 Stop,"2,871"
841,IndiGo,6E-779/5358,"Mon, Jan 24",Coimbatore,Mumbai,6h 55m,1 Stop,"2,871"
842,IndiGo,6E-6409/5369,"Mon, Jan 24",Coimbatore,Mumbai,7h 45m,1 Stop,"2,871"
843,IndiGo,6E-779/199,"Mon, Jan 24",Coimbatore,Mumbai,8h 50m,1 Stop,"2,871"
